2022-10-06 00:20:00,1
2022-10-06 06:55:00,1
2022-10-06 08:35:00,1
2022-10-06 11:10:00,1
2022-10-06 20:20:00,1
2022-10-06 22:30:00,1
2022-10-08 00:10:00,1
2022-10-08 00:30:00,1
2022-10-08 00:45:00,1
2022-10-08 00:50:00,1
2022-10-08 01:30:00,1
2022-10-08 02:55:00,1
2022-10-08 03:10:00,1
2022-10-08 03:25:00,1
2022-10-08 04:40:00,1
2022-10-08 05:40:00,1
2022-10-08 05:50:00,1
2022-10-08 05:55:00,1
2022-10-08 06:05:00,1
2022-10-08 06:35:00,1
2022-10-08 07:25:00,1
2022-10-08 08:00:00,1
2022-10-08 08:35:00,1
2022-10-08 08:50:00,1
2022-10-08 10:05:00,1
2022-10-08 10:20:00,1
2022-10-08 10:30:00,1
2022-10-08 11:25:00,1
2022-10-08 11:35:00,1
2022-10-08 12:30:00,1
2022-10-08 12:35:00,1
2022-10-08 12:40:00,1
2022-10-08 12:45:00,1
2022-10-08 12:55:00,1
2022-10-08 13:25:00,1
2022-10-08 13:50:00,1
2022-10-08 14:10:00,1
2022-10-08 14:30:00,1
2022-10-08 16:00:00,1
2022-10-08 16:05:00,1
2022-10-08 16:30:00,1
2022-10-08 16:50:00,1
2022-10-08 17:30:00,1
2022-10-08 18:05:00,1
2022-10-08 18:20:00,1
2022-10-08 19:15:00,1
2022-10-08 19:25:00,1
2022-10-08 21:10:00,1
2022-10-08 21:15:00,1
2022-10-08 21:20:00,1
2022-10-08 22:00:00,1
2022-10-08 22:40:00,1
2022-10-08 22:45:00,1
2022-10-08 22:55:00,1
2022-10-08 23:00:00,1
2022-10-08 23:10:00,1
2022-10-10 00:55:00,1
2022-10-10 01:45:00,1
2022-10-10 01:50:00,1
2022-10-10 02:00:00,1
2022-10-10 03:40:00,1
2022-10-10 03:55:00,1
2022-10-10 05:05:00,1
2022-10-10 05:50:00,1
2022-10-10 07:05:00,1
2022-10-10 07:20:00,1
2022-10-10 07:55:00,1
2022-10-10 09:00:00,1
2022-10-10 09:55:00,1
2022-10-10 10:05:00,1
2022-10-10 10:10:00,1
2022-10-10 10:30:00,1
2022-10-10 10:55:00,1
2022-10-10 11:00:00,1
2022-10-10 11:15:00,1
2022-10-10 11:25:00,1
2022-10-10 11:35:00,1
2022-10-10 11:55:00,1
2022-10-10 12:55:00,1
2022-10-10 13:25:00,1
2022-10-10 13:45:00,1
2022-10-10 14:30:00,1
2022-10-10 15:15:00,1
2022-10-10 15:25:00,1
2022-10-10 16:05:00,1
2022-10-10 16:25:00,1
2022-10-10 16:35:00,1
2022-10-10 16:50:00,1
2022-10-10 16:55:00,1
2022-10-10 17:25:00,1
2022-10-10 17:55:00,1
2022-10-10 18:45:00,1
2022-10-10 19:15:00,1
2022-10-10 19:25:00,1
2022-10-10 22:10:00,1
2022-10-10 22:50:00,1
2022-10-10 23:50:00,1
2022-10-11 01:05:00,1
2022-10-11 04:10:00,1
2022-10-11 05:35:00,1
2022-10-11 07:40:00,1
2022-10-11 07:50:00,1
2022-10-11 08:00:00,1
2022-10-11 20:55:00,1
2022-10-18 00:25:00,1
2022-10-18 00:55:00,1
2022-10-18 02:40:00,1
2022-10-18 05:15:00,1
2022-10-18 06:15:00,1
2022-10-18 08:00:00,1
2022-10-18 14:05:00,1
2022-10-18 21:30:00,1
